name,RevT,DLM,TCF,TCT,UF,FTs,Size,Art
land-registry-monthly-price-paid-data,2013-11-16,2013-10-16,,,monthly,"{u'api': 3, u'RDF': 1, u'CSV': 20, u'HTML': 2}",180686.2,26
learning-aim-reference-application,2013-11-16,2013-10-16,2011-08-01,2013,,"{u'mdb': 2, u'PDF': 2, u'CSV': 1, u'aspx': 2, u'HTML': 1}",143463.0,8
september-2013-spend-over-25-000-in-george-eliot-hospital-nhs-trust,2013-11-16,2013-10-15,2013-09-01,2013-09-30,,{u'CSV': 1},39.0,1
over-25000-spend-ichnt-2013-p06-september-return,2013-11-16,2013-10-15,,,,{u'CSV': 1},31.4,1
approved-premises-civil-marriages-and-partnerships-and-civil-partnerships-in-england-and-wales,2013-07-12,2013-10-14,,,,{u'CSV': 1},556.0,1
dbs-management-and-board-member-expenses-apr-june-13,2013-10-18,2013-10-14,2013-04-01,2013-06-30,,"{u'ods': 9, u'XLS': 4}",193.4,13
board-expenses-dbs,2013-11-16,2013-10-14,2012-12-01,2013-03-31,,"{u'ods': 13, u'HTML': 1}",142.1,14
organisations-that-submitted-less-than-300-applications-in-a-12-month-period,2013-10-14,2013-10-14,,,,{u'ods': 1},116.2,1
corporate-dataset,2013-11-01,2013-10-14,,,,{u'HTML': 1},29.7,1
umbrella-bodies-currently-registered-with-the-dbs-no-checks-requested-jan-jun-2013,2013-10-14,2013-10-14,2013-01-01,2013-06-30,,{u'ods': 1},64.2,1
overseas_travel_and_tourism,2013-11-16,2013-10-14,,,monthly,{u'': 127},1973.4,127
mole-valley-spend-over-500,2013-10-14,2013-10-14,,,annual,{u'CSV': 2},526.4,2
disqualified-directors-dataset,2013-11-09,2013-10-14,,,,{u'TXT': 1},22.0,1
redress-payments,2013-10-19,2013-10-14,,,,{u'ods': 1},4.0,1
2011_census_,2013-11-01,2013-10-11,,,,{u'': 32},720.3,32
spend-over-25-000-in-nhs-oldham-clinical-commissioning-group,,2013-10-11,,,,{u'CSV': 6},0.0,6
publication-scheme-documents,2013-11-16,2013-10-11,,,,{u'HTML': 1},28.0,1
taunton-and-somerset-nhs-foundation-expenditure-over-25k-september-2013-trust,,2013-10-11,2013-09-01,2013-09-30,,{},0.0,0
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-june-13,2013-10-26,2013-10-11,2013-06-01,2013-06-30,,"{u'PDF': 1, u'HTML': 1}",121.6,2
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-july-13,2013-10-26,2013-10-11,2013-07-01,2013-07-31,,"{u'PDF': 1, u'HTML': 1}",170.8,2
air-travel-2011-data,2013-10-11,2013-10-11,2011-01-01,2011-12-31,,{u'CSV': 1},46.3,1
financial-transactions-data-calderstones-partnership-nhs-foundation-trust-august-13,2013-10-26,2013-10-11,2013-08-01,2013-08-31,,"{u'PDF': 1, u'HTML': 1}",173.2,2
gpc-spend-over-500-in-food-standards-agency-2013-2014,2013-10-10,2013-10-10,2013-04-01,2014-03-31,,{u'CSV': 3},3.3,3
gpc-spend-over-500-in-food-standards-agency-2011-2012,2013-10-12,2013-10-10,2011-04-01,2012-03-31,,{u'CSV': 12},18.9,12
gpc-transactions-data-food-standards-agency,2013-10-12,2013-10-10,2012-04-01,2013-03-31,monthly,{u'CSV': 12},12.9,12
vehicle_licensing_statistics_great_britain,2013-11-16,2013-10-10,,,monthly,{u'': 50},2033.5,50
travelpac,2013-11-16,2013-10-10,,,,{u'': 41},602.6,41
gestation-specific_infant_mortality_in_england_and_wales,2013-11-02,2013-10-10,,,,{u'': 4},82.9,4
level_1_and_2_attainment_in_english_and_mathematics_by_16-18_students,2013-11-16,2013-10-10,,,,{u'': 1},26.3,1
fco-historians-online-publications-index,2013-10-10,2013-10-10,,,,{u'CSV': 1},18.1,1
dcms-procurement-card-2011,2013-10-18,2013-10-09,2011-04-01,,monthly,{u'CSV': 7},5.0,7
international_sea_passengers_bulletin,2013-11-16,2013-10-09,,,monthly,{u'': 64},2728.3,64
uk_trade,2013-11-09,2013-10-09,,,monthly,{u'': 47},726.9,47
oda-transparency-report-september-2013,2013-10-09,2013-10-09,2013-09-01,2013-09-30,,{u'CSV': 1},24.0,1
primary-schools,2013-10-12,2013-10-09,2013-01-01,2013-12-31,,{u'XML': 1},49.3,1
staff-organograms-and-pay-department-for-communities-and-local-government,2013-11-09,2013-10-09,2010-06-30,2013-03-31,bi-annual,"{u'PDF': 1, u'CSV': 11, u'html+rdfa': 1}",705.2,13
nhs-rotherham-ccg-expenditure-over-25k-sep-2013,,2013-10-08,2013-09-01,2013-09-30,monthly,{u'CSV': 1},0.0,1
gpc-transactions-of-500-and-above-during-july-2013,2013-11-16,2013-10-08,2013-07-01,2013-07-31,,{u'CSV': 1},34.6,1
licensing_and_vehicle_ownership_in_wales,2013-11-16,2013-10-08,,,,{u'': 2},82.1,2
nhs-ashford-ccg-expenditure-for-september-2013,2013-10-19,2013-10-08,2013-09-01,2013-09-30,,{u'XLS': 1},18.8,1
nhs-canterbury-and-coastal-ccg-expenditure-for-september-2013,2013-10-08,2013-10-08,2013-09-01,2013-09-30,,{u'XLS': 1},22.6,1
nhs-doncaster-ccg-expenditure-over-25k-sep-2013,2013-10-08,2013-10-08,2013-09-01,2013-09-30,monthly,{u'CSV': 1},8.8,1
august-2013-financial-transactions-data-walsall-healthcare-nhs-trust,2013-10-07,2013-10-07,2013-08-01,2013-08-31,,"{u'PDF': 1, u'CSV': 1}",76.6,2
uk-honours-list-queen-s-birthday-2012,2013-11-16,2013-10-07,,,Twice a year,"{u'CSV': 4, u'HTML': 2}",1015.6,6
september-2013-finance-expenditure,2013-11-16,2013-10-07,2013-09-01,2013-09-30,,{u'CSV': 1},15.1,1
ambulance_quality_indicators_system_indicators__,2013-11-15,2013-10-05,,,,{u'': 9},175.5,9
prompt-payment-statistics-for-august-2013-from-acas,2013-10-04,2013-10-04,2013-08-01,2013-08-31,,{u'doc': 1},31.2,1
cps-workforce-diversity-data-2012-13,2013-11-01,2013-10-04,2012-04-01,2013-03-31,,{u'CSV': 45},278.2,45
communities-and-local-government-group-spending-data-2013-2014,2013-11-05,2013-10-04,2013-04-01,2014-03-31,monthly,"{u'CSV': 12, u'XLS': 12}",8515.6,24
payments-to-suppliers-over-500-for-august-2013-from-acas,2013-10-04,2013-10-04,2013-08-01,2013-08-31,,{u'CSV': 1},32.9,1
ukaea-prompt-payment-data,2013-11-04,2013-10-04,,,monthly,{u'CSV': 12},7.5,12
barring-figures,2013-10-03,2013-10-03,,,,{u'ods': 1},4.4,1
list-of-current-registered-and-umbrella-bodies,2013-10-05,2013-10-03,,,,{u'ods': 1},80.9,1
performance-figures,2013-11-09,2013-10-03,,,,{u'PDF': 1},135.7,1
statistical_series_2,2013-10-19,2013-10-03,,,,{u'': 3},21.8,3
business_investment,2013-11-01,2013-10-03,,,,{u'': 87},1402.7,87
ministerial-data-cabinet-office,2013-08-03,2013-10-03,2010-05-12,2010-06-30,quarterly,"{u'PDF': 10, u'CSV': 141}",1064.2,151
nhs-rotherham-ccg-expenditure-over-25k-jul-2013,,2013-10-03,2013-07-01,2013-07-31,monthly,{u'CSV': 1},0.0,1
nhs-rotherham-ccg-expenditure-over-25k-aug-2013,,2013-10-03,2013-08-01,2013-08-31,monthly,{u'CSV': 1},0.0,1
nhs-rotherham-ccg-expenditure-over-25k-may-2013,,2013-10-03,2013-05-01,2013-05-31,monthly,{u'CSV': 1},0.0,1
nhs-rotherham-ccg-expenditure-over-25k-april-2013,,2013-10-03,2013-04-01,2013-04-30,monthly,{u'CSV': 1},0.0,1
social_housing_lettings_in_england,2013-11-16,2013-10-03,,,,{u'': 1},30.5,1
nhs-rotherham-ccg-expenditure-over-25k-jun-2013,,2013-10-03,2013-06-01,2013-06-30,monthly,{u'CSV': 1},0.0,1
port_freight_statistics,2013-11-16,2013-10-02,,,quarterly,{u'': 10},349.5,10
expenditure-transactions-over-25k-for-august-2013,2013-11-09,2013-10-02,2013-08-01,2013-08-30,,{u'CSV': 1},49.0,1
over-25k-september-2013,2013-11-16,2013-10-02,2013-09-01,2013-09-30,,{u'CSV': 2},92.8,2
hm-treasury-flight-data-2011,2013-11-16,2013-10-02,2011-01-01,2011-12-31,,"{u'HTML': 1, u'XLS': 1, u'CSV': 1}",105354.8,3
lightning-observations,2013-11-16,2013-10-02,,,,{u'HTML': 1},29.4,1
procurement-dataset_1,2013-11-16,2013-10-02,2011-05-01,,,{u'HTML': 1},52.0,1
hes-diagnostic_imaging_dataset_data_linkage_report,2013-11-16,2013-10-02,,,,{u'': 1},60.1,1
census_2011,2013-11-01,2013-10-02,,,,{u'': 12},282.6,12
insolvency-service-organogram-2013-03-31,2013-11-09,2013-10-02,2013-01-31,,,"{u'CSV': 2, u'HTML': 1}",55.6,3
second_estimate_of_gdp,2013-11-16,2013-10-01,,,,{u'': 24},368.8,24
nhs_scotland_workforce,2013-11-16,2013-10-01,,,quarterly,{u'': 35},2161.5,35
labour_market_statistics,2013-11-16,2013-10-01,,,,{u'': 70},1547.5,70
regional_labour_market_statistics,2013-11-16,2013-10-01,,,,{u'': 75},1300.8,75
annual_report_of_incidents_,2013-10-01,2013-10-01,,,annual,{u'': 3},142.4,3
free_flow_vehicle_speeds_statistics,2013-11-16,2013-10-01,,,,{u'': 3},88.8,3
road_traffic_statistics,2013-11-16,2013-10-01,,,annual,{u'': 3},124.4,3
critical_care_bed_capacity_and_cancelled_operations-monthly_situation_reports_,2013-11-16,2013-10-01,,,monthly,{u'': 7},132.6,7
reported_road_casualties_in_great_britain-main_results,2013-11-16,2013-10-01,,,,{u'': 4},172.0,4
death_registrations_by_single_year_of_age,2013-11-16,2013-10-01,,,discontinued,{u'': 5},105.8,5
the_effects_of_taxes_and_benefits_on_household_income,2013-11-09,2013-10-01,,,,{u'': 12},212.6,12
provisional_monthly_hospital_episode_statistics_for_admitted_patient_care_outpatient_and_accident_an,2013-11-16,2013-10-01,,,monthly,{u'': 40},3166.2,40
pension_trends,2013-11-16,2013-10-01,,,,{u'': 45},731.5,45
household_satellite_accounts,2013-11-09,2013-10-01,,,,{u'': 3},49.3,3
births_in_scottish_hospitals,2013-11-16,2013-10-01,,,,{u'': 7},175.9,7
households_below_average_income_reports_northern_ireland,2013-10-26,2013-10-01,,,,{u'': 5},142.0,5
deaths_involving_clostridium_difficile,2013-11-02,2013-10-01,,,,{u'': 6},111.9,6
june_agricultural_and_horticultural_survey,2013-11-16,2013-10-01,,,,{u'': 13},287.6,13
national_accounts_articles,2013-11-09,2013-10-01,,,,{u'': 12},179.5,12
local_authority_revenue_expenditure_and_financing,2013-11-16,2013-10-01,,,,{u'': 19},693.6,19
lone_parent_claimants_of_jobseekers_allowance,2013-11-16,2013-10-01,,,,{u'': 46},966.1,46
the_quality_of_nationally_submitted_health_and_social_care_data_england,2013-11-16,2013-10-01,,,,{u'': 2},129.7,2
concessionary_travel_statistics,2013-11-16,2013-10-01,,,,{u'': 2},61.8,2
complaints_statistics,2013-11-16,2013-10-01,,,,{u'': 6},196.2,6
annual_bus_statistics,2013-11-15,2013-10-01,,,annual,{u'': 4},155.6,4
births_by_area_of_usual_residence_of_mother_england_and_wales,2013-11-01,2013-10-01,,,,{u'': 5},102.4,5
hpv_immunisation_uptake_statistics,2013-11-16,2013-10-01,,,,{u'': 8},360.5,8
examination_results_in_wales,2013-11-16,2013-10-01,,,,{u'': 11},461.5,11
quarterly_bus_statistics,2013-11-16,2013-10-01,,,quarterly,{u'': 9},354.1,9
taking_part-englands_survey_of_culture_leisure_and_sport,2013-11-16,2013-10-01,,,annual,{u'': 26},662.8,26
monthly_provisional_figures_on_deaths_registered_by_area_of_usual_residence_england_and_wales,2013-11-16,2013-10-01,,,monthly,{u'': 17},284.3,17
routine_quarterly_mental_health_minimum_dataset_reports,2013-11-16,2013-10-01,,,quarterly,{u'': 16},1016.2,16
higher_qualifications,2013-11-16,2013-10-01,,,quarterly,{u'': 12},328.2,12
nhs_scotland_waiting_times,2013-11-16,2013-10-01,,,quarterly,{u'': 8},1525.3,8
statistics_for_drug_treatment_activity_in_england,2013-11-16,2013-10-01,,,,{u'': 7},164.3,7
local_enterprise_partnership_profiles,2013-11-02,2013-10-01,,,,{u'': 4},65.1,4
general_practice_patient_survey_dental_statistics,2013-11-16,2013-10-01,,,,{u'': 3},147.6,3
betting_and_gaming_bulletin,2013-11-16,2013-10-01,,,,"{u'': 36, u'aspx': 1, u'XLS': 14}",7870.5,51
profitability_of_uk_companies,2013-11-09,2013-10-01,,,quarterly,{u'': 26},401.9,26
critical_care_bed_capacity_and_cancelled_operations-monthly_situation_reports,2013-11-16,2013-10-01,,,monthly,{u'': 28},828.9,28
young_people_not_in_education_employment_or_training_neet,2013-11-16,2013-10-01,,,,{u'': 15},653.8,15
subnational_population_projections,2013-11-02,2013-10-01,,,,{u'': 7},121.3,7
freight_moved,2013-11-16,2013-10-01,,,,{u'': 5},47.9,5
northern_ireland_local_authority_collected_municipal_waste_management_statistics_report,2013-11-16,2013-10-01,,,,{u'': 6},241.2,6
the_economic_position_of_households,2013-11-16,2013-10-01,,,,{u'': 4},64.3,4
planning_ni_customer_satisfaction_survey,2013-11-16,2013-10-01,,,,{u'': 2},49.2,2
vocational_and_other_qualifications,2013-11-16,2013-10-01,,,quarterly,{u'': 5},124.9,5
internet_access_quarterly_update,2013-11-16,2013-10-01,,,quarterly,{u'': 10},152.7,10
vital_statistics-population_and_health_reference_tables,2013-11-16,2013-10-01,,,quarterly,{u'': 10},202.5,10
nhs_inpatient_and_outpatient_waiting-elective_admission_events,2013-11-16,2013-10-01,,,quarterly,{u'': 15},517.0,15
congestion_on_local_authority_managed_a_roads__,2013-11-16,2013-10-01,,,,{u'': 3},77.0,3
public_health_outcomes_framework,2013-11-16,2013-10-01,,,,{u'': 3},146.5,3
northern_ireland_health_social_care_inequalities_monitoring_system,2013-11-16,2013-10-01,,,,{u'': 4},109.6,4
short_term_migration_estimates_for_england_and_wales,2013-11-09,2013-10-01,,,,{u'': 13},216.5,13
neet_statistics,2013-11-16,2013-10-01,,,quarterly,{u'': 14},352.1,14
measuring_national_well-being,2013-11-09,2013-10-01,,,,{u'': 30},532.3,30
planning_applications_england,2013-11-16,2013-10-01,,,,{u'': 17},441.1,17
nhs_immunisation_statistics_england,2013-11-16,2013-10-01,,,,{u'': 6},381.9,6
2011_census__,2013-11-15,2013-10-01,,,,{u'': 4},53.1,4
estimates_of_the_very_old_including_centenarians,2013-11-02,2013-10-01,,,,{u'': 2},34.5,2
school_statistics_compendium_for_wales,2013-11-16,2013-10-01,,,,{u'': 2},83.5,2
nhs-trust-development-authority-spend-over-25-000,2013-10-19,2013-10-01,,,monthly,{u'PDF': 3},208.1,3
population_estimates_for_uk_england_and_wales_scotland_and_northern_ireland,2013-11-09,2013-10-01,,,,{u'': 28},491.3,28
region_and_country_profiles,2013-11-16,2013-10-01,,,,{u'': 18},332.9,18
area_based_analysis,2013-11-01,2013-10-01,,,,{u'': 11},188.4,11
dwp_quarterly_statistical_summary,2013-11-16,2013-10-01,,,quarterly,{u'': 23},371.5,23
national_population_projections,2013-11-09,2013-10-01,,,,{u'': 9},216.3,9
quarterly_road_traffic_estimates,2013-11-16,2013-10-01,,,quarterly,{u'': 10},409.4,10
london_analysis,2013-11-02,2013-10-01,,,,{u'': 3},52.5,3
mid-year_population_estimates_for_scotland,2013-11-02,2013-10-01,,,,{u'': 9},38.5,9
widening_higher_education_participation_measures,2013-11-16,2013-10-01,,,,{u'': 4},94.6,4
input-output_supply_and_use_tables,2013-11-02,2013-10-01,,,annual,{u'': 22},340.2,22
sickness_absence_rates_in_the_nhs,2013-11-16,2013-10-01,,,monthly,{u'': 16},944.8,16
travel_survey_for_northern_ireland,2013-11-16,2013-10-01,,,,{u'': 8},211.9,8
employment_and_support_allowance-outcomes_of_work_capability_assessments_great_britain_new_claims,2013-11-16,2013-10-01,,,monthly,{u'': 7},290.1,7
death_registrations_summary_tables_england_and_wales,2013-11-16,2013-10-01,,,,{u'': 7},132.8,7
schools_census_for_wales,2013-11-16,2013-10-01,,,,{u'': 8},336.1,8
birth_summary_tables_england_and_wales,2013-11-16,2013-10-01,,,,{u'': 6},119.3,6
fatal_injuries_in_the_workplace,2013-11-02,2013-10-01,,,,{u'': 5},110.9,5
statistical_series_6,2013-10-26,2013-10-01,,,,{u'': 2},15.4,2
dental_statistics,2013-11-16,2013-10-01,,,,{u'': 27},602.7,27
dwp_statistical_summary,2013-11-16,2013-10-01,,,monthly,{u'': 28},672.7,28
internal_migration_by_local_authorities_in_england_and_wales,2013-11-09,2013-10-01,,,,{u'': 25},401.5,25
statutory_homelessness_statistics_england_,2013-11-16,2013-10-01,,,,{u'': 20},508.6,20
northern_ireland_quarterly_housing_bulletin,2013-11-16,2013-10-01,,,quarterly,{u'': 11},309.4,11
health_inequalities,2013-11-02,2013-10-01,,,,{u'': 6},99.1,6
statistics_on_womens_smoking_status_at_time_of_delivery-england,2013-11-16,2013-10-01,,,,{u'': 6},367.9,6
northern_ireland_greenhouse_gas_inventory,2013-11-16,2013-10-01,,,,{u'': 3},120.6,3
nice_technology_appraisals_in_the_nhs_in_england,2013-11-16,2013-10-01,,,,{u'': 2},126.3,2
incidence_of_tb_in_cattle_great_britain_,2013-11-16,2013-10-01,,,,{u'': 47},827.2,47
mq5-investment_by_insurance_companies_pension_funds_and_trusts,2013-11-16,2013-10-01,,,quarterly,{u'': 10},229.3,10
cancer_registrations_in_england,2013-11-01,2013-10-01,,,discontinued,{u'': 13},206.8,13
regional_economic_analysis,2013-11-02,2013-10-01,,,,{u'': 9},147.2,9
digest_of_information_on_the_northern_ireland_criminal_justice_system,2013-10-26,2013-10-01,,,,{u'': 6},136.6,6
year_12_and_14_examination_performance_at_post_primary_schools_in_northern_ireland,2013-11-16,2013-10-01,,,annual,{u'': 4},120.6,4
secondary_school_applications_and_offers_in_england,2013-11-16,2013-10-01,,,,{u'': 3},84.2,3
general_ophthalmic_services_workforce_statistics,2013-11-16,2013-10-01,,,,{u'': 4},242.9,4
renewable_heat_incentive_rhi_and_renewable_heat_premium_payments_rhpp_quarterly_statistics,2013-11-16,2013-10-01,,,quarterly,{u'': 1},26.3,1
nhs_diagnostic_and_therapy_service_waiting_times_for_wales,2013-11-16,2013-10-01,,,,{u'': 53},2205.4,53
referral_to_treatment_times_for_wales,2013-11-16,2013-10-01,,,,{u'': 53},2235.7,53
migration_statistics_quarterly_report,2013-11-09,2013-10-01,,,quarterly,{u'': 19},366.8,19
electoral_statistics_for_uk,2013-11-09,2013-10-01,,,,{u'': 14},230.6,14
internet_access,2013-11-16,2013-10-01,,,,{u'': 10},157.1,10
northern_ireland_qualifications_quarterly,2013-11-16,2013-10-01,,,quarterly,{u'': 4},93.4,4
personal_social_services-staff_of_social_services_departments_england,2013-11-16,2013-10-01,,,annual,{u'': 5},309.9,5
road_conditions_in_england,2013-11-16,2013-10-01,,,annual,{u'': 3},90.4,3
council_tax_collected_by_local_authorities_in_england,2013-11-16,2013-10-01,,,quarterly,{u'': 4},193.3,4
monthly_review_of_external_trade_statistics,2013-11-16,2013-10-01,,,monthly,{u'': 149},2209.0,149
delayed_transfers_of_care_in_wales,2013-11-16,2013-10-01,,,,{u'': 54},2271.7,54
monthly_nhs_hospital_and_community_health_service_hchs_workforce_statistics_in_england,2013-11-16,2013-10-01,,,monthly,{u'': 40},3480.4,40
air_passenger_duty_bulletin,2013-11-15,2013-10-01,,,,"{u'': 20, u'aspx': 1, u'XLS': 12}",6422.1,33
defence_inflation_estimates,2013-11-16,2013-10-01,,,annual,{u'': 5},73.8,5
wealth_in_great_britain_wave_2,2013-11-09,2013-10-01,,,,{u'': 7},114.1,7
suicides_in_the_united_kingdom,2013-11-02,2013-10-01,,,,{u'': 6},107.5,6
northern_ireland_annual_cancer_incidence_and_survival_statistics,2013-11-16,2013-10-01,,,annual,{u'': 2},25.3,2
prodcom_intermediate_results,2013-11-02,2013-10-01,,,,{u'': 2},31.8,2
weekly_provisional_figures_on_deaths_registered_in_england_and_wales,2013-11-16,2013-10-01,,,,{u'': 116},2084.4,116
prescribing_statistics,2013-11-16,2013-10-01,,,,{u'': 49},2087.2,49
pip_breast_implant_monitoring,2013-11-16,2013-10-01,,,monthly,{u'': 28},1493.4,28
focus_on_older_people,2013-11-02,2013-10-01,,,,{u'': 8},125.0,8
monthly_mental_health_minimum_data_set_reports,2013-11-16,2013-10-01,,,monthly,{u'': 1},61.8,1
lchs-25k-spend-july-2013,2013-11-16,2013-10-01,2013-07-01,2013-08-31,monthly,{u'CSV': 2},92.5,2
new_orders_in_the_construction_industry,2013-11-02,2013-10-01,,,,{u'': 39},634.5,39
reliability_of_journeys_on_the_highways_agencys_motorway_and_a_road_network_,2013-11-16,2013-10-01,,,,{u'': 25},948.3,25
driver_and_rider_tests_and_instructor_statistics,2013-11-16,2013-10-01,,,quarterly,{u'': 9},318.8,9
scottish_health_survey,2013-11-16,2013-10-01,,,,{u'': 13},215.5,13
vehicle_licensing_statistics,2013-11-16,2013-10-01,,,monthly,{u'': 8},293.2,8
quarterly_revenue_outturn_for_local_authorities_in_england,2013-11-16,2013-10-01,,,quarterly,{u'': 4},99.3,4
benefit_cap_pre-national_implementation_statistics_in_the_four_local_authorities_subject_to_the_phas,2013-11-16,2013-10-01,,,,{u'': 4},114.2,4
operation_of_police_powers_under_the_terrorism_act_2000-arrests_outcomes_and_stops_searches,2013-11-16,2013-10-01,,,,{u'': 2},59.4,2
winter_fuel_payments,2013-11-16,2013-10-01,,,,{u'': 2},43.9,2
northern_ireland_waiting_lists,2013-11-16,2013-10-01,,,quarterly,{u'': 42},1179.5,42
climate_change_levy_bulletin,2013-11-16,2013-10-01,,,,"{u'': 20, u'aspx': 1, u'XLS': 13}",5153.3,34
monthly_figures_on_deaths_registered_by_area_of_usual_residence_england_and_wales,2013-11-16,2013-10-01,,,monthly,{u'': 24},446.7,24
road_goods_vehicles_travelling_to_mainland_europe,2013-11-16,2013-10-01,,,quarterly,{u'': 19},858.5,19
council_tax_levels_set_by_local_authorities_in_england,2013-11-16,2013-10-01,,,,{u'': 11},309.2,11
quarterly_location_statistics_uk_regular_armed_forces_and_civilian_personnel,2013-10-26,2013-10-01,,,quarterly,{u'': 6},110.9,6
deaths_involving_mrsa,2013-11-02,2013-10-01,,,,{u'': 6},102.3,6
the_national_balance_sheet,2013-11-02,2013-10-01,,,,{u'': 3},49.5,3
fire_incidents_response_times,2013-11-16,2013-10-01,,,,{u'': 3},63.0,3
time_spent_in_nhs_accident_and_emergency_departments,2013-11-16,2013-10-01,,,quarterly,{u'': 47},2011.3,47
annual_business_survey,2013-11-15,2013-10-01,,,annual,{u'': 12},214.8,12
drug_misuse_declared_england_and_wales,2013-11-16,2013-10-01,,,,"{u'': 7, u'HTML': 4}",161.9,11
renewable_transport_fuel_obligation_biofuel_statistics,2013-11-16,2013-10-01,,,,{u'': 6},184.8,6
improving_access_to_psychological_therapies_key_performance_indicators_iapt_kpis,2013-11-16,2013-10-01,,,,{u'': 9},605.4,9
armed_forces_continuous_attitude_survey_main_results,2013-11-16,2013-10-01,,,,{u'': 5},66.8,5
births_in_wales-data_from_the_national_community_child_health_database,2013-11-16,2013-10-01,,,,{u'': 6},249.7,6
cardiovascular_anticipatory_care_screenings,2013-11-16,2013-10-01,,,,{u'': 4},99.0,4
farm_business_management_practices_in_england,2013-11-16,2013-10-01,,,,{u'': 3},51.0,3
acute_hospital_activity_and_nhs_beds_information,2013-11-15,2013-10-01,,,monthly,{u'': 11},560.7,11
cancer_waiting_times,2013-11-16,2013-10-01,,,quarterly,{u'': 11},572.8,11
neighbourhood_statistics,2013-11-16,2013-10-01,,,,{u'': 6},200.0,6
green_deal-eco_statistics,2013-11-16,2013-10-01,,,,{u'': 10},245.6,10
population_estimates_for_england_and_wales,2013-11-09,2013-10-01,,,,{u'': 4},80.7,4
air_passenger_experience,2013-11-15,2013-10-01,,,,{u'': 5},205.1,5
marriages_in_england_and_wales_provisional,2013-11-02,2013-10-01,,,,{u'': 5},92.2,5
collection_rates_and_receipts_of_council_tax_and_non_domestic_rates_england,2013-11-16,2013-10-01,,,,{u'': 3},75.7,3
light_rail_and_tram_statistics,2013-11-16,2013-10-01,,,,{u'': 2},65.8,2
uk_greenhouse_gas_emissions,2013-11-16,2013-10-01,,,quarterly,{u'': 16},202.9,16
employment_and_support_allowance,2013-11-16,2013-10-01,,,,{u'': 6},231.2,6
summary_hospital-level_mortality_indicator_shmi,2013-11-16,2013-10-01,,,,{u'': 8},489.5,8
esay_statistics_release,2013-11-16,2013-10-01,,,,{u'': 2},35.5,2
